company;title;totalyearlycompensation;location;yearsofexperience;yearsatcompany;gender;Education
IBM;Product Designer;138000;Austin, TX;12;5;Male;Bachelor's Degree
Facebook;Software Engineer;233000;Menlo Park, CA;0;0;Male;Bachelor's Degree
Facebook;Software Engineer;269000;New York, NY;3;2;Male;Bachelor's Degree
Google;Software Engineer;199000;Mountain View, CA;2;2;Male;Bachelor's Degree
Google;Mechanical Engineer;245000;Mountain View, CA;10;3;Male;Master's Degree
IBM;Software Engineer;42000;Bangalore, KA, India;5;5;Male;Master's Degree
Microsoft;Product Manager;161000;Seattle, WA;2;2;Female;Bachelor's Degree
Google;Software Engineer;200000;Mountain View, CA;0;0;Male;PhD
Amazon;Software Engineer;213000;Seattle, WA;10;2;Male;Bachelor's Degree
Accenture;Software Engineer;110000;Los Angeles, CA;8;8;Male;Bachelor's Degree
Microsoft;Software Engineer;265000;Bellevue, WA;20;1;Male;Master's Degree
Amazon;Software Engineer;144000;Seattle, WA;0;0;Male;Bachelor's Degree
Apple;Hardware Engineer;260000;Cupertino, CA;8;6;Male;Master's Degree
Google;Software Engineer;76000;Hyderabad, TS, India;4;4;Male;Bachelor's Degree
Wayfair;Software Engineer;351000;Boston, MA;13;2;Male;Bachelor's Degree
Google;Software Engineer;133000;Mountain View, CA;1;0;Female;Bachelor's Degree
Uber;Software Engineering Manager;387000;San Francisco, CA;18;4;Male;Bachelor's Degree
Apple;Software Engineer;260000;Cupertino, CA;4;0;Male;Master's Degree
Accenture;Data Scientist;160000;Washington, DC;12;1;Male;Master's Degree
Microsoft;Software Engineer;165000;Redmond, WA;0;0;Male;Master's Degree
Microsoft;Software Engineer;150000;Seattle, WA;5;2;Male;Bachelor's Degree
Microsoft;Product Manager;238000;Redmond, WA;12;4;Male;Master's Degree
IBM;Software Engineer;70000;Austin, TX;1;1;Male;Bachelor's Degree
Microsoft;Software Engineer;154000;Redmond, WA;4;4;Male;Bachelor's Degree
eBay;Software Engineer;190000;San Jose, CA;6;2;Male;Master's Degree
Microsoft;Software Engineer;180000;Seattle, WA;3;3;Female;Bachelor's Degree
Microsoft;Technical Program Manager;179000;Redmond, WA;25;1;Male;Bachelor's Degree
Google;Technical Program Manager;250000;New York, NY;9;1;Male;Master's Degree
Apple;Software Engineer;293000;New York, NY;15;0;Male;Master's Degree
Microsoft;Software Engineer;154000;Redmond, WA;6;2;Male;Master's Degree
Accenture;Product Manager;160000;Austin, TX;8;4;Male;Master's Degree
Adobe;Data Scientist;210000;San Francisco, CA;4;1;Female;Bachelor's Degree
Accenture;Management Consultant;200000;Atlanta, GA;9;9;Female;Master's Degree
Microsoft;Marketing;200000;Redmond, WA;12;1;Male;Master's Degree
Microsoft;Software Engineer;171000;Redmond, WA;0;0;Male;Bachelor's Degree
Apple;Hardware Engineer;221000;Cupertino, CA;4;4;Male;Master's Degree
Facebook;Software Engineer;256000;Menlo Park, CA;2;0;Male;PhD
Google;Software Engineer;198000;San Francisco, CA;2;1;Male;Bachelor's Degree
Microsoft;Software Engineer;26000;Bangalore, KA, India;1;1;Male;Master's Degree
Facebook;Data Scientist;310000;Seattle, WA;6;2;Male;Master's Degree
Oracle;Sales;200000;San Diego, CA;15;6;Male;Bachelor's Degree
Amazon;Product Manager;255000;Bellevue, WA;5;2;Male;Master's Degree
Microsoft;Software Engineer;121000;Hyderabad, TS, India;14;13;Male;Bachelor's Degree
Microsoft;Software Engineer;63000;Bangalore, KA, India;6;1;Male;Master's Degree
Apple;Hardware Engineer;190000;Cupertino, CA;0;0;Male;Master's Degree
Bloomberg;Software Engineer;270000;New York, NY;7;0;Male;Bachelor's Degree
Google;Technical Program Manager;237000;Sunnyvale, CA;6;6;Male;Master's Degree
Microsoft;Software Engineering Manager;326000;Redmond, WA;8;8;Male;Bachelor's Degree
Microsoft;Product Manager;158000;Sunnyvale, CA;2;2;Female;Bachelor's Degree
Oracle;Technical Program Manager;128000;Bangalore, KA, India;20;3;Male;Master's Degree
Bloomberg;Software Engineer;244000;New York, NY;12;3;Male;Bachelor's Degree
Microsoft;Software Engineer;169000;Bellevue, WA;7;2;Male;Master's Degree
Uber;Software Engineer;468000;Palo Alto, CA;26;2;Male;PhD
Microsoft;Software Engineer;176000;Redmond, WA;6;6;Male;Master's Degree
Microsoft;Software Engineer;160000;Redmond, WA;0;0;Male;Bachelor's Degree
Apple;Software Engineer;175000;London, EN, United Kingdom;4;1;Male;Master's Degree
Facebook;Software Engineer;174000;Seattle, WA;0;0;Male;Bachelor's Degree
LinkedIn;Software Engineer;260000;Sunnyvale, CA;10;1;Male;Master's Degree
LinkedIn;Product Manager;500000;Sunnyvale, CA;9;2;Male;Master's Degree
Facebook;Technical Program Manager;354000;Seattle, WA;15;0;Female;Master's Degree
Google;Product Manager;333000;San Francisco, CA;10;7;Female;Bachelor's Degree
Apple;Software Engineer;325000;Santa Clara, CA;7;5;Male;Master's Degree
Cisco;Technical Program Manager;151000;San Jose, CA;3;3;Male;Bachelor's Degree
Oracle;Product Manager;162000;Boston, MA;10;7;Male;Master's Degree
Amazon;Marketing;140000;Seattle, WA;7;3;Female;Master's Degree
Facebook;Product Manager;349000;Menlo Park, CA;5;0;Male;Bachelor's Degree
Facebook;Software Engineer;477000;Menlo Park, CA;15;5;Male;Bachelor's Degree
Microsoft;Software Engineer;300000;Redmond, WA;8;8;Female;Master's Degree
Facebook;Product Designer;170000;Seattle, WA;10;1;Female;Bachelor's Degree
Amazon;Software Engineer;215000;Seattle, WA;16;2;Male;Master's Degree
Amazon;Software Engineer;30000;Hyderabad, TS, India;1;0;Male;Bachelor's Degree
Microsoft;Software Engineer;198000;Seattle, WA;4;3;Male;Master's Degree
Amazon;Recruiter;110000;New York, NY;1;1;Female;Bachelor's Degree
Microsoft;Software Engineer;115000;Vancouver, BC, Canada;1;0;Female;Bachelor's Degree
Apple;Software Engineer;450000;Austin, TX;12;7;Male;PhD
Amazon;Software Engineer;168000;Toronto, ON, Canada;5;3;Male;Bachelor's Degree
Uber;Software Engineer;132000;Hyderabad, TS, India;10;0;Male;Bachelor's Degree
Google;Software Engineer;228000;New York, NY;2;0;Male;PhD
Microsoft;Software Engineer;178000;Austin, TX;28;1;Male;Some College
Facebook;Software Engineer;363000;Menlo Park, CA;5;0;Male;Bachelor's Degree
Intel;Marketing;270000;Hillsboro, OR;25;22;Female;Master's Degree
Microsoft;Software Engineer;158000;Seattle, WA;9;3;Male;Master's Degree
Microsoft;Software Engineer;191000;Redmond, WA;10;4;Male;Master's Degree
Wayfair;Software Engineer;102000;Boston, MA;1;1;Female;Bachelor's Degree
Facebook;Software Engineering Manager;334000;London, EN, United Kingdom;14;0;Male;Master's Degree
Apple;Technical Program Manager;280000;Cupertino, CA;7;1;Male;Bachelor's Degree
Intel;Hardware Engineer;170000;Hillsboro, OR;15;15;Male;Master's Degree
Lyft;Software Engineer;290000;San Francisco, CA;3;2;Male;Bachelor's Degree
Microsoft;Software Engineer;185000;Seattle, WA;0;0;Male;Bachelor's Degree
Facebook;Software Engineer;173000;Menlo Park, CA;0;0;Male;Bachelor's Degree
Cisco;Software Engineer;245000;San Jose, CA;5;3;Male;PhD
Amazon;Product Designer;214000;Seattle, WA;3;0;Male;Bachelor's Degree
Google;Software Engineer;174000;Seattle, WA;1;1;Male;Bachelor's Degree
Google;Software Engineer;188000;Mountain View, CA;0;0;Male;Bachelor's Degree
Facebook;Software Engineer;300000;London, EN, United Kingdom;21;8;Male;Master's Degree
Cisco;Data Scientist;325000;San Francisco, CA;15;1;Male;PhD
Amazon;Human Resources;180000;San Francisco, CA;22;0;Female;Master's Degree
Amazon;Software Engineer;285000;Seattle, WA;8;4;Male;Bachelor's Degree
Microsoft;Technical Program Manager;349000;Redmond, WA;25;5;Male;Some College
Microsoft;Product Manager;119000;Redmond, WA;1;1;Female;Bachelor's Degree
Microsoft;Product Manager;137000;Redmond, WA;2;2;Female;Bachelor's Degree
IBM;Product Designer;232000;Austin, TX;17;6;Male;Bachelor's Degree
Cisco;Software Engineer;170000;San Francisco, CA;6;3;Male;Master's Degree
JPMorgan Chase;Software Engineer;184000;New York, NY;15;5;Male;Master's Degree
Microsoft;Software Engineer;180000;Redmond, WA;0;0;Male;Bachelor's Degree
Facebook;Marketing;154000;San Francisco, CA;6;1;Female;Bachelor's Degree
Microsoft;Software Engineer;210000;Redmond, WA;21;14;Male;Master's Degree
Nvidia;Hardware Engineer;239000;Santa Clara, CA;2;0;Male;PhD
Amazon;Marketing;216000;Seattle, WA;5;1;Male;Highschool
LinkedIn;Software Engineer;304000;Sunnyvale, CA;3;2;Male;Master's Degree
Microsoft;Software Engineer;396000;Redmond, WA;27;27;Male;Master's Degree
Microsoft;Software Engineer;505000;Seattle, WA;13;13;Male;Master's Degree
Microsoft;Software Engineer;230000;Seattle, WA;7;7;Female;Bachelor's Degree
Adobe;Software Engineer;240000;San Jose, CA;20;5;Male;Bachelor's Degree
Facebook;Software Engineer;619000;New York, NY;11;4;Male;Bachelor's Degree
Uber;Data Scientist;217000;San Francisco, CA;3;3;Male;PhD
Amazon;Software Engineer;200000;Seattle, WA;5;3;Female;Bachelor's Degree
Facebook;Software Engineer;234000;Seattle, WA;4;2;Male;Master's Degree
Microsoft;Product Designer;147000;Redmond, WA;3;2;Female;Master's Degree
Facebook;Product Manager;391000;Menlo Park, CA;12;2;Male;Bachelor's Degree
Microsoft;Data Scientist;209000;Redmond, WA;2;2;Male;PhD
Microsoft;Data Scientist;209000;Redmond, WA;5;5;Male;Master's Degree
Uber;Software Engineer;162000;San Francisco, CA;1;1;Male;Master's Degree
Nvidia;Software Engineer;218000;Santa Clara, CA;1;1;Male;Master's Degree
Microsoft;Software Engineer;199000;Redmond, WA;13;5;Male;Master's Degree
Amazon;Product Designer;200000;Seattle, WA;6;4;Male;Bachelor's Degree
Microsoft;Software Engineer;170000;Redmond, WA;20;4;Male;Some College
Microsoft;Software Engineer;130000;Redmond, WA;5;4;Male;Bachelor's Degree
Google;Software Engineer;550000;San Francisco, CA;10;5;Male;Master's Degree
Microsoft;Software Engineer;167000;Redmond, WA;25;3;Male;Master's Degree
Microsoft;Software Engineer;180000;Redmond, WA;5;5;Female;Bachelor's Degree
Microsoft;Software Engineer;199000;Redmond, WA;6;1;Male;Master's Degree
Microsoft;Technical Program Manager;350000;Redmond, WA;19;16;Male;Bachelor's Degree
Amazon;Technical Program Manager;183000;Seattle, WA;4;0;Female;Master's Degree
Microsoft;Technical Program Manager;243000;Redmond, WA;15;2;Male;Bachelor's Degree
Goldman Sachs;Software Engineer;45000;Bangalore, KA, India;0;0;Male;Bachelor's Degree
Microsoft;Software Engineer;112000;Dallas, TX;3;3;Male;Bachelor's Degree
Microsoft;Software Engineer;225000;Redmond, WA;6;4;Male;Master's Degree
Salesforce;Software Engineer;190000;Chicago, IL;18;2;Male;Bachelor's Degree
Amazon;Recruiter;197000;Austin, TX;11;1;Female;Master's Degree
Amazon;Software Engineer;160000;Seattle, WA;1;0;Male;Bachelor's Degree
Microsoft;Software Engineering Manager;325000;Redmond, WA;28;28;Male;Master's Degree
eBay;Product Manager;221000;San Jose, CA;10;1;Male;Master's Degree
Oracle;Marketing;178000;Portland, OR;35;23;Male;Bachelor's Degree
Intel;Hardware Engineer;249000;San Jose, CA;21;10;Male;Bachelor's Degree
Oracle;Marketing;130000;Seattle, WA;11;2;Female;Master's Degree
Microsoft;Software Engineer;263000;Seattle, WA;6;6;Male;Bachelor's Degree
Microsoft;Software Engineer;212000;Seattle, WA;20;12;Male;Bachelor's Degree
Amazon;Product Manager;230000;Seattle, WA;6;2;Female;Master's Degree
Google;Software Engineer;117000;London, EN, United Kingdom;1;1;Female;Bachelor's Degree
Microsoft;Data Scientist;248000;Redmond, WA;15;5;Male;Master's Degree
Expedia;Business Analyst;142000;San Francisco, CA;8;5;Male;Master's Degree
Google;Software Engineer;197000;Seattle, WA;2;2;Male;Bachelor's Degree
LinkedIn;Software Engineer;243000;New York, NY;6;3;Male;Bachelor's Degree
Cisco;Software Engineer;230000;San Jose, CA;5;4;Male;Master's Degree
Amazon;Software Engineer;185000;Arlington, VA;7;1;Male;Bachelor's Degree
Deloitte;Business Analyst;76000;Washington, DC;1;1;Male;Bachelor's Degree
Facebook;Product Manager;365000;Menlo Park, CA;8;4;Male;Master's Degree
Facebook;Software Engineer;228000;Seattle, WA;1;1;Male;Bachelor's Degree
Goldman Sachs;Software Engineer;185000;New York, NY;2;0;Male;Master's Degree
Microsoft;Software Engineer;185000;Washington, DC;8;4;Male;Master's Degree
LinkedIn;Data Scientist;276000;San Francisco, CA;8;3;Male;PhD
Goldman Sachs;Software Engineer;31000;Bangalore, KA, India;5;0;Female;Bachelor's Degree
Microsoft;Product Designer;206000;Bellevue, WA;6;1;Male;Master's Degree
Microsoft;Software Engineer;180000;Redmond, WA;8;8;Male;Master's Degree
Facebook;Software Engineer;506000;Bellevue, WA;25;0;Male;Some College
Microsoft;Software Engineer;31000;Hyderabad, TS, India;2;2;Male;Master's Degree
Amazon;Technical Program Manager;185000;Seattle, WA;10;2;Male;Master's Degree
Oracle;Product Manager;202000;San Francisco, CA;10;2;Male;Master's Degree
Apple;Hardware Engineer;285000;Cupertino, CA;10;5;Male;Master's Degree
Google;Mechanical Engineer;153000;Sunnyvale, CA;6;2;Male;Bachelor's Degree
Google;Software Engineer;356000;Mountain View, CA;10;4;Male;Bachelor's Degree
Microsoft;Software Engineer;170000;Seattle, WA;12;5;Male;PhD
Microsoft;Software Engineer;230000;Redmond, WA;15;5;Male;Master's Degree
Amazon;Software Engineer;158000;Austin, TX;0;0;Male;Bachelor's Degree
LinkedIn;Software Engineer;228000;Sunnyvale, CA;1;1;Male;Bachelor's Degree
Google;Software Engineer;370000;Los Angeles, CA;8;4;Male;PhD
Deloitte;Solution Architect;85000;New York, NY;3;1;Male;Bachelor's Degree
Facebook;Marketing;320000;San Francisco, CA;14;2;Male;Master's Degree
Microsoft;Technical Program Manager;346000;Washington, DC;15;1;Male;Master's Degree
Google;Software Engineer;308000;San Francisco, CA;20;5;Male;Bachelor's Degree
Microsoft;Software Engineer;233000;Redmond, WA;14;14;Male;Bachelor's Degree
VMware;Software Engineer;118000;Boston, MA;2;2;Male;Bachelor's Degree
Expedia;Software Engineer;204000;Seattle, WA;6;6;Male;Bachelor's Degree
Apple;Software Engineer;197000;Cupertino, CA;2;2;Male;Bachelor's Degree
Amazon;Software Engineer;220000;Seattle, WA;10;10;Male;Master's Degree
Cisco;Software Engineer;152000;San Francisco, CA;4;4;Male;Bachelor's Degree
IBM;Software Engineer;43000;Hyderabad, TS, India;12;12;Male;Master's Degree
VMware;Software Engineer;38000;Bangalore, KA, India;10;2;Male;Master's Degree
Microsoft;Software Engineer;131000;Vancouver, BC, Canada;0;0;Male;Master's Degree
Microsoft;Software Engineer;177000;Redmond, WA;0;0;Male;Bachelor's Degree
Walmart Labs;Software Engineer;106000;Dallas, TX;1;0;Male;Master's Degree
IBM;Data Scientist;156000;San Jose, CA;3;3;Male;Master's Degree
Microsoft;Software Engineer;247000;Redmond, WA;7;7;Male;Master's Degree
Amazon;Data Scientist;300000;Seattle, WA;7;7;Male;Master's Degree
PayPal;Software Engineer;208000;San Jose, CA;9;0;Male;Bachelor's Degree
Microsoft;Technical Program Manager;230000;Atlanta, GA;20;10;Male;Some College
Facebook;Software Engineer;490000;Menlo Park, CA;14;7;Male;Master's Degree
Apple;Hardware Engineer;205000;Cupertino, CA;6;4;Male;PhD
Salesforce;Software Engineer;171000;San Francisco, CA;1;1;Female;Bachelor's Degree
Amazon;Data Scientist;170000;Seattle, WA;5;0;Female;Master's Degree
Microsoft;Data Scientist;234000;Seattle, WA;8;5;Male;PhD
Apple;Hardware Engineer;250000;Cupertino, CA;3;1;Male;PhD
Lyft;Product Designer;230000;San Francisco, CA;0;0;Male;Bachelor's Degree
Microsoft;Technical Program Manager;279000;Austin, TX;23;5;Female;Master's Degree
Intel;Hardware Engineer;123000;Santa Clara, CA;0;0;Male;Master's Degree
Microsoft;Software Engineer;220000;Seattle, WA;8;8;Male;Master's Degree
Microsoft;Product Manager;239000;Redmond, WA;20;4;Male;Master's Degree
Microsoft;Software Engineering Manager;233000;Redmond, WA;9;6;Male;Master's Degree
Amazon;Software Engineer;157000;Seattle, WA;0;0;Male;Master's Degree
Microsoft;Software Engineer;210000;Boston, MA;6;6;Male;Master's Degree
Amazon;Software Engineer;173000;Seattle, WA;0;0;Male;Bachelor's Degree
Microsoft;Sales;206000;Toronto, ON, Canada;11;4;Female;Master's Degree
Google;Software Engineer;247000;Mountain View, CA;5;2;Male;Bachelor's Degree
Microsoft;Software Engineer;167000;Redmond, WA;3;3;Male;Bachelor's Degree
Cisco;Software Engineering Manager;320000;Boston, MA;20;10;Male;Master's Degree
LinkedIn;Software Engineer;475000;Sunnyvale, CA;7;3;Male;Master's Degree
Facebook;Software Engineer;394000;Seattle, WA;7;0;Male;Master's Degree
Amazon;Product Manager;315000;Seattle, WA;7;3;Male;Master's Degree
JPMorgan Chase;Business Analyst;65000;New York, NY;0;0;Male;Bachelor's Degree
Intuit;Software Engineer;110000;Bangalore, KA, India;12;5;Male;Master's Degree
Microsoft;Product Manager;166000;Seattle, WA;0;0;Female;Bachelor's Degree
Capital One;Software Engineering Manager;325000;New York, NY;20;4;Male;Bachelor's Degree
Google;Business Analyst;190000;Mountain View, CA;6;1;Male;Bachelor's Degree
Amazon;Software Engineer;200000;Boston, MA;5;4;Male;Bachelor's Degree
Microsoft;Software Engineer;220000;London, EN, United Kingdom;15;1;Male;Bachelor's Degree
Microsoft;Marketing;307000;Seattle, WA;18;14;Male;Bachelor's Degree
VMware;Software Engineer;284000;Palo Alto, CA;20;4;Male;Master's Degree
Salesforce;Technical Program Manager;161000;San Francisco, CA;10;1;Male;Bachelor's Degree
Microsoft;Data Scientist;194000;Bellevue, WA;3;3;Male;Master's Degree
Amazon;Software Engineer;245000;Washington, DC;30;8;Male;Master's Degree
Amazon;Software Engineer;165000;Seattle, WA;3;1;Male;Master's Degree
PayPal;Software Engineer;55000;Bangalore, KA, India;3;3;Male;Bachelor's Degree
Adobe;Product Manager;240000;San Jose, CA;8;3;Male;Master's Degree
IBM;Software Engineer;119000;Austin, TX;3;3;Male;Master's Degree
Amazon;Product Manager;350000;Seattle, WA;14;6;Female;Master's Degree
Nvidia;Software Engineer;183000;Santa Clara, CA;2;2;Male;Master's Degree
Facebook;Software Engineer;423000;London, EN, United Kingdom;9;0;Male;Master's Degree
Amazon;Software Engineer;27000;Bangalore, KA, India;3;2;Male;Bachelor's Degree
SAP;Software Engineer;17000;Bangalore, KA, India;2;2;Female;Bachelor's Degree
Microsoft;Software Engineer;45000;Hyderabad, TS, India;5;1;Male;Bachelor's Degree
Amazon;Software Engineer;123000;Boston, MA;1;1;Male;Bachelor's Degree
Goldman Sachs;Software Engineer;37000;Bangalore, KA, India;9;6;Male;Bachelor's Degree
Facebook;Software Engineer;368000;New York, NY;5;0;Male;Master's Degree
Deloitte;Management Consultant;80000;New York, NY;0;0;Male;Bachelor's Degree
Amazon;Software Engineering Manager;410000;Bellevue, WA;8;0;Female;PhD
Amazon;Software Engineer;25000;Bangalore, KA, India;1;1;Male;Bachelor's Degree
LinkedIn;Software Engineer;287000;San Francisco, CA;6;1;Male;Bachelor's Degree
Google;Mechanical Engineer;240000;Mountain View, CA;10;2;Male;Bachelor's Degree
Microsoft;Software Engineer;212000;Redmond, WA;7;1;Male;Master's Degree
Wayfair;Data Scientist;180000;Boston, MA;4;2;Male;PhD
Google;Data Scientist;175000;London, EN, United Kingdom;4;4;Male;Bachelor's Degree
PayPal;Software Engineer;353000;San Jose, CA;8;8;Male;Bachelor's Degree
LinkedIn;Product Designer;216000;San Francisco, CA;3;3;Male;Bachelor's Degree
Facebook;Software Engineer;175000;Menlo Park, CA;0;0;Male;Master's Degree
Google;Software Engineer;382000;Mountain View, CA;5;5;Male;PhD
Wayfair;Software Engineer;121000;Boston, MA;1;1;Male;Master's Degree
Amazon;Software Engineering Manager;359000;Bellevue, WA;12;0;Male;Master's Degree
IBM;Product Designer;88000;Austin, TX;1;1;Female;Bachelor's Degree
Facebook;Software Engineer;168000;Menlo Park, CA;0;0;Male;Bachelor's Degree
Cisco;Software Engineer;148000;Austin, TX;0;0;Male;Bachelor's Degree
Intel;Hardware Engineer;126000;Hillsboro, OR;5;5;Female;Master's Degree
Facebook;Software Engineering Manager;690000;Toronto, ON, Canada;11;8;Male;Bachelor's Degree
Google;Software Engineer;432000;Mountain View, CA;12;10;Male;Bachelor's Degree
Amazon;Software Engineer;46000;Bangalore, KA, India;2;2;Male;Bachelor's Degree
Expedia;Software Engineer;41000;Bangalore, KA, India;7;1;Male;Bachelor's Degree
Apple;Software Engineer;200000;Sunnyvale, CA;10;2;Male;Bachelor's Degree
Amazon;Software Engineering Manager;336000;Seattle, WA;12;1;Male;Master's Degree
Oracle;Software Engineer;303000;Seattle, WA;10;2;Male;Master's Degree
Amazon;Software Engineer;175000;Vancouver, BC, Canada;6;1;Male;Highschool
Amazon;Software Engineer;162000;Seattle, WA;4;1;Male;Master's Degree
Microsoft;Product Designer;200000;Redmond, WA;5;2;Male;Bachelor's Degree
Amazon;Software Engineer;220000;Seattle, WA;20;0;Male;Some College
Amazon;Software Engineer;105000;Toronto, ON, Canada;1;0;Male;Bachelor's Degree
JPMorgan Chase;Software Engineer;240000;San Francisco, CA;5;2;Male;Master's Degree
PayPal;Technical Program Manager;260000;San Jose, CA;12;5;Male;Master's Degree
Amazon;Software Engineer;153000;Seattle, WA;1;0;Male;Bachelor's Degree
Microsoft;Software Engineer;175000;Redmond, WA;1;1;Female;Bachelor's Degree
Facebook;Sales;183000;New York, NY;5;2;Male;Bachelor's Degree
Facebook;Human Resources;259000;New York, NY;8;1;Male;Master's Degree
Microsoft;Technical Program Manager;479000;Redmond, WA;25;5;Male;Bachelor's Degree
Accenture;Management Consultant;99000;San Francisco, CA;1;1;Female;Bachelor's Degree
eBay;Product Manager;278000;San Jose, CA;13;2;Male;Master's Degree
IBM;Product Manager;122000;San Jose, CA;1;1;Male;Bachelor's Degree
Apple;Software Engineer;195000;Cupertino, CA;3;2;Male;Bachelor's Degree
Oracle;Software Engineer;216000;New York, NY;2;2;Male;Master's Degree
Microsoft;Software Engineer;286000;Redmond, WA;13;13;Male;Bachelor's Degree
Amazon;Software Engineer;192000;New York, NY;0;0;Male;Bachelor's Degree
Accenture;Software Engineer;105000;San Diego, CA;4;4;Male;Highschool
Apple;Data Scientist;350000;Sunnyvale, CA;2;1;Male;PhD
Google;Software Engineer;230000;New York, NY;6;2;Male;Bachelor's Degree
Amazon;Software Engineering Manager;300000;Seattle, WA;10;2;Male;Master's Degree
Google;Software Engineer;218000;Mountain View, CA;3;0;Male;Master's Degree
Microsoft;Software Engineer;260000;Redmond, WA;40;20;Male;Bachelor's Degree
Amazon;Product Manager;205000;Seattle, WA;15;5;Male;Master's Degree
VMware;Software Engineer;216000;Palo Alto, CA;5;0;Female;Master's Degree
Amazon;Recruiter;65000;Seattle, WA;4;1;Female;Bachelor's Degree
Intuit;Software Engineer;162000;San Diego, CA;3;1;Male;Bachelor's Degree
LinkedIn;Software Engineer;40000;Bangalore, KA, India;2;0;Male;Bachelor's Degree
Amazon;Software Engineer;700000;Seattle, WA;15;2;Male;Bachelor's Degree
Wayfair;Software Engineer;180000;Boston, MA;5;1;Male;Bachelor's Degree
Google;Product Designer;538000;New York, NY;13;12;Male;Master's Degree
Facebook;Software Engineer;332000;Seattle, WA;8;0;Male;Master's Degree
Amazon;Software Engineer;210000;Seattle, WA;12;3;Male;Bachelor's Degree
Microsoft;Technical Program Manager;475000;Redmond, WA;11;2;Male;Bachelor's Degree
LinkedIn;Software Engineer;341000;Sunnyvale, CA;3;3;Male;Bachelor's Degree
Qualcomm;Software Engineer;239000;San Diego, CA;15;4;Male;Master's Degree
Microsoft;Software Engineer;160000;Seattle, WA;2;1;Female;Bachelor's Degree
Wayfair;Business Analyst;120000;Boston, MA;4;3;Male;PhD
Amazon;Software Engineer;310000;Seattle, WA;10;4;Female;Master's Degree
LinkedIn;Software Engineer;301000;Sunnyvale, CA;7;5;Female;PhD
Facebook;Software Engineer;250000;London, EN, United Kingdom;8;0;Male;Master's Degree
Microsoft;Software Engineering Manager;281000;Redmond, WA;20;6;Male;Bachelor's Degree
Google;Software Engineer;233000;Mountain View, CA;2;2;Female;Master's Degree
Amazon;Software Engineer;199000;Seattle, WA;0;0;Male;Bachelor's Degree
Microsoft;Software Engineer;165000;Redmond, WA;3;3;Male;Bachelor's Degree
Amazon;Product Manager;207000;Seattle, WA;5;0;Male;Master's Degree
Facebook;Software Engineer;185000;New York, NY;2;0;Male;Bachelor's Degree
Amazon;Software Engineer;270000;New York, NY;20;0;Male;Master's Degree
Apple;Mechanical Engineer;150000;Cupertino, CA;2;0;Male;Bachelor's Degree
IBM;Software Engineer;125000;San Jose, CA;2;2;Male;Bachelor's Degree
Walmart Labs;Software Engineer;60000;Bangalore, KA, India;5;3;Male;Bachelor's Degree
LinkedIn;Software Engineering Manager;440000;Sunnyvale, CA;10;5;Male;Master's Degree
Capital One;Software Engineer;136000;Washington, DC;4;4;Female;Master's Degree
Microsoft;Technical Program Manager;269000;New York, NY;20;10;Male;Bachelor's Degree
Amazon;Software Engineer;157000;Seattle, WA;0;0;Male;Bachelor's Degree
Bloomberg;Software Engineer;262000;New York, NY;4;0;Male;Bachelor's Degree
Amazon;Software Engineer;282000;Seattle, WA;3;0;Male;Master's Degree
Microsoft;Software Engineer;340000;Redmond, WA;15;13;Male;Master's Degree
Uber;Software Engineer;197000;San Francisco, CA;2;1;Male;Bachelor's Degree
Amazon;Product Manager;333000;Seattle, WA;14;4;Male;Bachelor's Degree
eBay;Software Engineer;198000;San Jose, CA;2;0;Male;Master's Degree
VMware;Software Engineer;207000;Palo Alto, CA;4;4;Male;Master's Degree
Accenture;Management Consultant;190000;New York, NY;7;7;Male;Bachelor's Degree
Microsoft;Software Engineer;155000;Redmond, WA;5;1;Male;Master's Degree
Microsoft;Software Engineer;178000;Redmond, WA;4;0;Male;Master's Degree
Google;Software Engineer;224000;Sunnyvale, CA;2;0;Male;Master's Degree
PayPal;Product Designer;285000;San Jose, CA;10;3;Male;Bachelor's Degree
Microsoft;Software Engineer;95000;Bangalore, KA, India;7;3;Male;Bachelor's Degree
Microsoft;Software Engineer;360000;Bellevue, WA;9;9;Male;Master's Degree
Capital One;Software Engineer;175000;New York, NY;5;3;Female;Master's Degree
Oracle;Software Engineer;365000;Santa Clara, CA;4;4;Male;Bachelor's Degree
Facebook;Software Engineer;130000;London, EN, United Kingdom;0;0;Male;Bachelor's Degree
Goldman Sachs;Software Engineer;42000;Bangalore, KA, India;1;1;Male;Bachelor's Degree
PayPal;Software Engineer;61000;Bangalore, KA, India;6;0;Male;Bachelor's Degree
Amazon;Recruiter;130000;Seattle, WA;3;3;Male;Bachelor's Degree
Qualcomm;Hardware Engineer;350000;Austin, TX;20;12;Male;Master's Degree
Google;Technical Program Manager;265000;Seattle, WA;19;2;Male;Master's Degree
Microsoft;Software Engineer;290000;Redmond, WA;5;1;Female;Bachelor's Degree
Microsoft;Marketing;166000;Redmond, WA;10;4;Male;Master's Degree
LinkedIn;Software Engineer;61000;Bangalore, KA, India;2;1;Male;Bachelor's Degree
Microsoft;Software Engineering Manager;381000;Redmond, WA;22;17;Male;Bachelor's Degree
Amazon;Marketing;329000;Seattle, WA;25;0;Female;Master's Degree
IBM;Software Engineering Manager;215000;Austin, TX;18;15;Male;Master's Degree
VMware;Software Engineer;161000;Boston, MA;6;1;Male;Master's Degree
Amazon;Software Engineer;168000;Seattle, WA;3;0;Male;Master's Degree
