company,title,totalyearlycompensation,location,yearsofexperience,yearsatcompany,gender,Education
Facebook,Software Engineer,244000,"Seattle, WA",3,0,Male,Master's Degree
Deloitte,Management Consultant,69000,"Toronto, ON, Canada",5,5,Male,Master's Degree
Microsoft,Product Manager,160000,"Redmond, WA",7,4,Female,Master's Degree
Google,Data Scientist,120000,"Atlanta, GA",2,1,Male,Master's Degree
Google,Data Scientist,100000,"Atlanta, GA",0,0,Male,Master's Degree
Amazon,Software Engineer,315000,"Boston, MA",16,9,Male,Master's Degree
Facebook,Software Engineer,286000,"San Francisco, CA",4,3,Female,Master's Degree
Microsoft,Software Engineering Manager,250000,"Redmond, WA",15,5,Male,Master's Degree
Oracle,Software Engineer,190000,"San Francisco, CA",0,0,Male,Master's Degree
Google,Data Scientist,270000,"Mountain View, CA",3,3,NA,PhD
Facebook,Software Engineer,410000,"Menlo Park, CA",4,0,Male,PhD
Intel,Software Engineer,212000,"Santa Clara, CA",18,3,NA,Master's Degree
eBay,Product Manager,200000,"San Jose, CA",6,6,Male,Master's Degree
Apple,Software Engineer,201000,"Cupertino, CA",6,0,Male,Master's Degree
Oracle,Software Engineer,235000,"Redwood City, CA",19,19,Male,Master's Degree
Amazon,Software Engineer,330000,"Boston, MA",16,4,NA,Master's Degree
Oracle,Software Engineer,167000,"Santa Clara, CA",0,0,Male,Master's Degree
Nvidia,Hardware Engineer,269000,"Santa Clara, CA",2,2,Male,PhD
eBay,Product Manager,500000,"New York, NY",11,6,Male,Master's Degree
Nvidia,Software Engineer,178000,"Santa Clara, CA",5,3,Male,Master's Degree
eBay,Software Engineer,290000,"Campbell, CA",12,6,NA,Master's Degree
Qualcomm,Hardware Engineer,140000,"San Diego, CA",2,2,Male,Master's Degree
Intel,Hardware Engineer,97000,"Hillsboro, OR",4,4,Female,Master's Degree
Apple,Software Engineer,230000,"Cupertino, CA",4,0,NA,Master's Degree
Amazon,Software Engineering Manager,95000,"Tokyo, TY, Japan",5,2,Male,Bachelor's Degree
Google,Software Engineer,307000,"Zurich, ZH, Switzerland",4,3,Male,Master's Degree
Amazon,Software Engineering Manager,300000,"Seattle, WA",9,5,Male,Master's Degree
Amazon,Solution Architect,200000,"Austin, TX",7,0,Male,Master's Degree
IBM,Software Engineer,200000,"San Francisco, CA",14,14,Male,Master's Degree
Uber,Product Designer,147000,"Amsterdam, NH, Netherlands",12,2,Female,Master's Degree
Qualcomm,Software Engineer,300000,"San Diego, CA",16,15,Male,Master's Degree
Google,Software Engineer,259000,"Mountain View, CA",5,2,Female,Master's Degree
Intuit,Software Engineer,150000,"Mountain View, CA",4,1,Male,Master's Degree
LinkedIn,Software Engineer,268000,"Sunnyvale, CA",4,0,Male,Master's Degree
Salesforce,Software Engineer,240000,"San Francisco, CA",4,3,Male,Master's Degree
Nvidia,Hardware Engineer,220000,"Santa Clara, CA",9,2,NA,Master's Degree
Amazon,Product Manager,191000,"Seattle, WA",14,5,Male,Master's Degree
Amazon,Product Manager,250000,"Seattle, WA",8,2,Male,Master's Degree
Nvidia,Software Engineer,238000,"Santa Clara, CA",4,4,Male,PhD
Amazon,Product Manager,200000,"Seattle, WA",7,4,Female,Master's Degree
Nvidia,Software Engineer,466000,"Santa Clara, CA",7,2,Female,PhD
Nvidia,Data Scientist,175000,"Santa Clara, CA",2,2,Male,Master's Degree
Microsoft,Software Engineer,240000,"Bellevue, WA",6,6,Male,PhD
Nvidia,Hardware Engineer,537000,"Santa Clara, CA",15,9,NA,PhD
JPMorgan Chase,Software Engineer,115000,"Dallas, TX",5,1,Male,PhD
Cisco,Software Engineer,156000,"San Jose, CA",3,0,Male,Master's Degree
Microsoft,Software Engineer,120000,"Prague, PR, Czech Republic",11,5,Male,Master's Degree
Wayfair,Software Engineer,118000,"Berlin, BE, Germany",4,4,Male,Master's Degree
Microsoft,Data Scientist,550000,"Sunnyvale, CA",7,7,Male,PhD
Amazon,Software Engineer,204000,"Seattle, WA",4,4,Male,Master's Degree
Twitter,Software Engineer,413000,"Seattle, WA",7,1,NA,Master's Degree
Microsoft,Software Engineer,180000,"Seattle, WA",5,0,Male,Master's Degree
Apple,Software Engineer,199000,"Cupertino, CA",1,1,Male,Master's Degree
Amazon,Software Engineer,250000,"Seattle, WA",7,3,Female,Master's Degree
Facebook,Software Engineer,355000,"New York, NY",11,1,NA,Master's Degree
LinkedIn,Software Engineering Manager,390000,"Sunnyvale, CA",3,0,NA,Master's Degree
Microsoft,Software Engineer,171000,"Redmond, WA",4,0,Male,Master's Degree
Microsoft,Product Manager,232000,"Redmond, WA",9,2,Female,Master's Degree
eBay,Software Engineer,236000,"San Jose, CA",12,9,Male,Master's Degree
Facebook,Software Engineer,157000,"London, EN, United Kingdom",4,0,NA,Master's Degree
Nvidia,Software Engineer,285000,"Durham, NC",8,5,NA,PhD
Microsoft,Technical Program Manager,170000,"Redmond, WA",15,2,NA,Master's Degree
JPMorgan Chase,Software Engineering Manager,475000,"New York, NY",15,3,NA,Master's Degree
Amazon,Software Engineer,254000,"Seattle, WA",10,0,NA,Master's Degree
Amazon,Software Engineer,247000,"Seattle, WA",2,0,Male,Master's Degree
Facebook,Software Engineer,342000,"New York, NY",7,2,Female,Master's Degree
Facebook,Software Engineer,230000,"Menlo Park, CA",8,4,Male,Master's Degree
Facebook,Product Manager,194000,"London, EN, United Kingdom",10,0,Male,Master's Degree
Apple,Software Engineer,325000,"Cupertino, CA",10,5,NA,Master's Degree
Amazon,Hardware Engineer,218000,"Reston, VA",8,1,Male,Master's Degree
Microsoft,Product Manager,202000,"Redmond, WA",5,5,NA,Master's Degree
Amazon,Product Designer,205000,"Seattle, WA",11,6,NA,Master's Degree
Google,Software Engineer,292000,"Seattle, WA",9,5,Male,Master's Degree
Facebook,Software Engineering Manager,640000,"Seattle, WA",18,0,NA,PhD
Amazon,Software Engineer,250000,"Boston, MA",15,3,Male,Master's Degree
Intel,Hardware Engineer,152000,"Santa Clara, CA",3,3,Male,Master's Degree
Capital One,Software Engineering Manager,243000,"Washington, DC",15,8,Male,Master's Degree
Facebook,Software Engineer,410000,"Menlo Park, CA",5,0,Male,Master's Degree
Walmart Labs,Software Engineer,244000,"Sunnyvale, CA",3,1,Male,PhD
Microsoft,Software Engineer,155000,"Redmond, WA",2,2,Female,Master's Degree
Nvidia,Hardware Engineer,218000,"Austin, TX",3,3,NA,PhD
Nvidia,Software Engineer,245000,"Santa Clara, CA",20,0,NA,Master's Degree
JPMorgan Chase,Data Scientist,150000,"New York, NY",1,1,NA,Master's Degree
Cisco,Software Engineer,158000,"San Jose, CA",3,3,Male,Master's Degree
Intuit,Data Scientist,190000,"Mountain View, CA",5,2,Female,Master's Degree
Microsoft,Product Manager,335000,"Seattle, WA",14,12,Male,Master's Degree
Nvidia,Hardware Engineer,450000,"Santa Clara, CA",11,11,Other,Master's Degree
Uber,Software Engineer,210000,"San Francisco, CA",2,2,Male,Master's Degree
Facebook,Data Scientist,330000,"San Francisco, CA",10,0,Male,Master's Degree
Amazon,Data Scientist,314000,"Palo Alto, CA",7,3,Male,Master's Degree
Amazon,Hardware Engineer,200000,"Sunnyvale, CA",5,2,Male,PhD
Amazon,Software Engineer,340000,"Seattle, WA",13,0,Male,Master's Degree
Microsoft,Data Scientist,150000,"Redmond, WA",3,3,Male,Master's Degree
Facebook,Software Engineer,239000,"Menlo Park, CA",7,2,Male,Master's Degree
Deloitte,Management Consultant,171000,"Chicago, IL",12,5,Male,Master's Degree
Amazon,Software Engineer,171000,"Seattle, WA",1,0,Male,Master's Degree
Apple,Software Engineer,305000,"Zurich, ZH, Switzerland",4,4,Male,PhD
Oracle,Software Engineering Manager,540000,"Seattle, WA",18,0,Male,Master's Degree
Google,Technical Program Manager,285000,"Mountain View, CA",13,1,Male,Master's Degree
Facebook,Product Manager,354000,"New York, NY",10,4,Male,Master's Degree
Capital One,Data Scientist,140000,"Fairfax, VA",3,2,NA,Master's Degree
Microsoft,Software Engineer,211000,"Redmond, WA",12,7,Male,Master's Degree
Google,Product Manager,389000,"Mountain View, CA",16,9,Male,Master's Degree
Google,Software Engineer,384000,"Mountain View, CA",12,6,Male,Master's Degree
Nvidia,Hardware Engineer,170000,"Santa Clara, CA",4,4,Male,Master's Degree
Facebook,Technical Program Manager,307000,"Menlo Park, CA",16,3,Female,PhD
Amazon,Software Engineer,255000,"Sunnyvale, CA",4,4,Male,Master's Degree
Salesforce,Software Engineer,221000,"Seattle, WA",16,5,NA,Master's Degree
Oracle,Software Engineering Manager,560000,"Seattle, WA",23,4,Male,Master's Degree
Cisco,Software Engineer,210000,"San Jose, CA",11,3,Male,Master's Degree
Amazon,Technical Program Manager,302000,"Sunnyvale, CA",10,0,Male,Master's Degree
Microsoft,Product Manager,154000,"Redmond, WA",2,0,Female,Master's Degree
Nvidia,Software Engineer,280000,"Redmond, WA",16,8,Male,Master's Degree
Amazon,Software Engineer,189000,"Seattle, WA",2,2,Female,Master's Degree
Amazon,Product Manager,310000,"Seattle, WA",15,1,Male,Master's Degree
Visa,Solution Architect,135000,"Foster City, CA",20,12,NA,Master's Degree
Amazon,Software Engineer,231000,"Palo Alto, CA",5,3,Female,Master's Degree
LinkedIn,Software Engineering Manager,410000,"Sunnyvale, CA",10,1,NA,Master's Degree
Amazon,Software Engineer,270000,"Palo Alto, CA",10,7,Male,Master's Degree
Cisco,Software Engineer,175000,"Milpitas, CA",3,0,NA,Master's Degree
Nvidia,Software Engineer,190000,"Santa Clara, CA",3,0,NA,Master's Degree
Deloitte,Software Engineering Manager,165000,"Chicago, IL",18,1,Male,Master's Degree
Cisco,Software Engineer,142000,"Milpitas, CA",3,3,Male,Master's Degree
Nvidia,Software Engineer,315000,"Santa Clara, CA",6,6,NA,Master's Degree
Cisco,Software Engineer,230000,"San Francisco, CA",15,0,Male,Master's Degree
Apple,Hardware Engineer,315000,"Cupertino, CA",4,2,NA,PhD
Amazon,Technical Program Manager,360000,"Seattle, WA",14,7,Male,Master's Degree
Wayfair,Product Manager,230000,"Boston, MA",8,1,Male,Master's Degree
Amazon,Software Engineer,198000,"New York, NY",2,1,NA,Master's Degree
Amazon,Technical Program Manager,66000,"Bangalore, KA, India",9,4,Female,Master's Degree
Amazon,Software Engineer,225000,"Seattle, WA",5,2,NA,Master's Degree
Microsoft,Software Engineer,180000,"Seattle, WA",7,5,NA,Master's Degree
Apple,Software Engineer,192000,"London, EN, United Kingdom",5,0,Male,Master's Degree
Facebook,Software Engineer,352000,"Seattle, WA",4,3,Male,Master's Degree
Amazon,Software Engineer,235000,"Seattle, WA",6,1,Male,Master's Degree
Amazon,Solution Architect,243000,"San Francisco, CA",5,1,Female,PhD
Nvidia,Software Engineer,72000,"Pune, MH, India",6,6,Male,Master's Degree
Capital One,Data Scientist,150000,"New York, NY",4,3,Male,Master's Degree
Twitter,Software Engineer,300000,"New York, NY",5,1,NA,PhD
Amazon,Software Engineering Manager,242000,"Madrid, MD, Spain",23,6,Male,Master's Degree
Facebook,Software Engineer,526000,"Menlo Park, CA",14,0,Male,Master's Degree
Amazon,Software Engineer,83000,"Edinburgh, SC, United Kingdom",1,0,Male,Master's Degree
Cisco,Software Engineer,160000,"San Jose, CA",3,1,Male,Master's Degree
Amazon,Product Manager,200000,"Seattle, WA",7,2,Male,Master's Degree
Lyft,Product Manager,325000,"San Francisco, CA",6,0,Male,Master's Degree
Microsoft,Software Engineer,153000,"Redmond, WA",1,1,Male,Master's Degree
Cisco,Software Engineer,191000,"San Jose, CA",5,2,Female,Master's Degree
IBM,Software Engineer,105000,"Cambridge, MA",6,4,NA,Master's Degree
Oracle,Software Engineer,195000,"Seattle, WA",5,0,Male,Master's Degree
Microsoft,Software Engineer,200000,"Tel Aviv, TA, Israel",20,12,Male,Master's Degree
Salesforce,Software Engineer,73000,"Bangalore, KA, India",9,0,Male,Master's Degree
Apple,Software Engineer,328000,"Cupertino, CA",2,0,Female,Master's Degree
Oracle,Software Engineer,200000,"Redwood City, CA",2,2,Female,Master's Degree
Amazon,Data Scientist,216000,"Palo Alto, CA",4,3,Male,PhD
Amazon,Software Engineer,177000,"Seattle, WA",0,0,Male,Master's Degree
Salesforce,Technical Program Manager,242000,"Washington, DC",13,3,Male,Master's Degree
Microsoft,Software Engineer,293000,"Washington, DC",25,2,Male,Master's Degree
Microsoft,Software Engineer,205000,"Redmond, WA",12,7,Male,Master's Degree
Google,Software Engineer,150000,"Mountain View, CA",8,7,Other,PhD
Apple,Software Engineer,293000,"Sunnyvale, CA",10,1,Male,Master's Degree
Microsoft,Data Scientist,170000,"Seattle, WA",5,1,Male,Master's Degree
Qualcomm,Software Engineer,155000,"San Jose, CA",2,1,Male,Master's Degree
Deloitte,Management Consultant,185000,"San Francisco, CA",10,8,Male,Master's Degree
Microsoft,Software Engineer,59000,"Hyderabad, TS, India",4,1,Male,Master's Degree
Google,Software Engineer,120000,"Reidsville, NC",0,0,Male,Master's Degree
VMware,Software Engineer,228000,"Palo Alto, CA",1,0,Male,PhD
Amazon,Software Engineer,360000,"Seattle, WA",5,5,Male,Master's Degree
Microsoft,Data Scientist,191000,"Redmond, WA",1,1,Male,PhD
Amazon,Technical Program Manager,241000,"Seattle, WA",14,4,NA,Master's Degree
Microsoft,Product Manager,185000,"Redmond, WA",14,2,NA,Master's Degree
Walmart Labs,Software Engineer,225000,"San Francisco, CA",4,4,Female,Master's Degree
Facebook,Software Engineer,640000,"Menlo Park, CA",14,7,Male,Master's Degree
Cisco,Software Engineer,128000,"Lausanne, VD, Switzerland",2,2,NA,PhD
Cisco,Software Engineer,163000,"San Jose, CA",2,0,Female,Master's Degree
Apple,Product Manager,317000,"Austin, TX",11,1,NA,Master's Degree
Amazon,Product Manager,235000,"Seattle, WA",11,2,Female,Master's Degree
Google,Software Engineer,180000,"Zurich, ZH, Switzerland",4,0,Female,PhD
Intel,Software Engineer,105000,"Hillsboro, OR",2,2,Male,Master's Degree
Microsoft,Software Engineer,187000,"Redmond, WA",3,0,NA,Master's Degree
Microsoft,Technical Program Manager,268000,"Sunnyvale, CA",7,7,Male,Master's Degree
Google,Software Engineer,355000,"Sunnyvale, CA",20,0,Male,Master's Degree
Google,Product Manager,254000,"San Bruno, CA",7,2,Female,Master's Degree
Google,Software Engineering Manager,260000,"San Francisco, CA",12,7,Male,Master's Degree
Amazon,Software Engineer,268000,"San Francisco, CA",3,0,Male,Master's Degree
Facebook,Software Engineer,520000,"Redmond, WA",12,1,NA,PhD
Google,Data Scientist,270000,"Sunnyvale, CA",4,2,Male,PhD
Salesforce,Hardware Engineer,439000,"Bellevue, WA",14,3,Male,Master's Degree
Microsoft,Product Manager,280000,"Redmond, WA",18,9,Male,Master's Degree
Facebook,Software Engineer,285000,"Menlo Park, CA",3,0,NA,PhD
Amazon,Software Engineer,171000,"Seattle, WA",1,0,Male,Master's Degree
Amazon,Software Engineer,168000,"Seattle, WA",0,0,Male,Master's Degree
Goldman Sachs,Software Engineer,185000,"New York, NY",4,1,NA,Master's Degree
Amazon,Software Engineer,200000,"San Francisco, CA",1,1,Male,Master's Degree
Intel,Hardware Engineer,100000,"Chandler, AZ",6,6,Female,Master's Degree
VMware,Software Engineer,280000,"Palo Alto, CA",5,3,Male,Master's Degree
Qualcomm,Software Engineer,155000,"San Diego, CA",10,4,Male,Master's Degree
Amazon,Software Engineer,190000,"Sunnyvale, CA",3,3,Female,Master's Degree
Salesforce,Software Engineer,335000,"Palo Alto, CA",15,2,NA,Master's Degree
Amazon,Software Engineer,164000,"Haifa, HA, Israel",11,4,Male,Master's Degree
Amazon,Software Engineer,168000,"Seattle, WA",2,2,Male,Master's Degree
Amazon,Technical Program Manager,280000,"Seattle, WA",20,11,Male,Master's Degree
Uber,Software Engineer,269000,"Toronto, ON, Canada",13,2,Male,Master's Degree
VMware,Software Engineer,255000,"Palo Alto, CA",5,1,NA,Master's Degree
Amazon,Software Engineer,190000,"Seattle, WA",8,3,Male,Master's Degree
Facebook,Software Engineer,332000,"Menlo Park, CA",7,0,Male,Master's Degree
LinkedIn,Software Engineer,295000,"Mountain View, CA",2,2,Male,Master's Degree
Amazon,Data Scientist,191000,"New York, NY",3,3,Male,Master's Degree
Bloomberg,Software Engineer,240000,"New York, NY",6,0,Male,Master's Degree
Facebook,Software Engineer,327000,"Seattle, WA",13,0,Male,Master's Degree
Amazon,Software Engineer,335000,"Seattle, WA",14,0,Male,Master's Degree
Google,Product Manager,254000,"Pittsburgh, PA",8,6,Male,Master's Degree
IBM,Software Engineer,115000,"Madison, WI",6,1,Male,Master's Degree
Cisco,Software Engineer,230000,"San Jose, CA",20,1,Male,Master's Degree
eBay,Software Engineer,165000,"San Jose, CA",3,0,Female,Master's Degree
Salesforce,Product Manager,530000,"San Francisco, CA",18,2,Male,Master's Degree
Microsoft,Product Manager,169000,"Seattle, WA",7,4,Male,Master's Degree
Amazon,Software Engineer,400000,"Palo Alto, CA",9,7,Male,Master's Degree
Nvidia,Product Manager,160000,"Santa Clara, CA",0,0,Male,Master's Degree
Microsoft,Product Manager,86000,"Hyderabad, AP, India",14,3,Male,Master's Degree
Facebook,Software Engineer,410000,"Menlo Park, CA",6,0,Male,PhD
Apple,Software Engineer,450000,"Cupertino, CA",6,0,Male,PhD
Google,Software Engineer,190000,"California City, CA",7,2,Male,Master's Degree
Capital One,Data Scientist,134000,"Richmond, VA",2,2,Male,PhD
Amazon,Technical Program Manager,241000,"Seattle, WA",14,4,NA,Master's Degree
Facebook,Software Engineer,410000,"Menlo Park, CA",5,5,Male,Master's Degree
Microsoft,Solution Architect,96000,"Melbourne, VI, Australia",3,2,Male,Master's Degree
IBM,Software Engineer,123000,"Fredericton, NB, Canada",7,5,Male,Master's Degree
IBM,Business Analyst,105000,"Raleigh, NC",9,1,Male,Master's Degree
Bloomberg,Software Engineer,190000,"New York, NY",7,2,Male,Master's Degree
Amazon,Software Engineering Manager,500000,"Seattle, WA",25,5,Male,Master's Degree
Twitter,Software Engineer,650000,"San Francisco, CA",5,5,Male,Master's Degree
LinkedIn,Software Engineer,228000,"Sunnyvale, CA",3,1,Male,PhD
Microsoft,Software Engineer,207000,"Reston, VA",3,0,Male,Master's Degree
Apple,Technical Program Manager,445000,"Cupertino, CA",9,2,Male,Master's Degree
Google,Software Engineer,140000,"San Francisco, CA",1,1,Male,Master's Degree
Amazon,Software Engineer,243000,"Seattle, WA",6,0,NA,Master's Degree
Apple,Data Scientist,144000,"Cupertino, CA",2,0,Male,Master's Degree
Microsoft,Software Engineer,221000,"Herzliyya, TA, Israel",10,0,Male,Master's Degree
Google,Software Engineer,414000,"Mountain View, CA",10,2,Male,Master's Degree
Amazon,Product Manager,185000,"Seattle, WA",6,3,Female,Master's Degree
Apple,Hardware Engineer,200000,"Cupertino, CA",2,2,Female,PhD
Microsoft,Software Engineer,186000,"Bellevue, WA",2,2,Female,Master's Degree
Amazon,Software Engineer,172000,"Seattle, WA",3,3,Female,Master's Degree
Facebook,Software Engineer,272000,"Menlo Park, CA",4,0,Male,Master's Degree
Uber,Product Manager,350000,"San Francisco, CA",5,3,Male,Master's Degree
Facebook,Software Engineer,253000,"Redmond, WA",7,0,Male,Master's Degree
Amazon,Software Engineering Manager,330000,"Seattle, WA",15,3,Male,Master's Degree
Amazon,Data Scientist,140000,"Seattle, WA",2,1,NA,PhD
Oracle,Data Scientist,335000,"Seattle, WA",5,1,Male,Master's Degree
IBM,Software Engineering Manager,397000,"San Jose, CA",20,20,Male,Master's Degree
Amazon,Data Scientist,210000,"Seattle, WA",2,0,Male,PhD
Oracle,Software Engineer,204000,"Redwood City, CA",1,0,Male,Master's Degree
Microsoft,Software Engineer,204000,"Bellevue, WA",10,0,Male,Master's Degree
SAP,Data Scientist,127000,"Chicago, IL",2,0,Male,Master's Degree
Google,Software Engineer,211000,"Zurich, ZH, Switzerland",7,2,Male,Master's Degree
Apple,Product Manager,322000,"Cupertino, CA",9,1,Female,Master's Degree
ServiceNow,Software Engineer,150000,"Santa Clara, CA",1,0,Male,Master's Degree
Walmart Labs,Product Manager,238000,"Sunnyvale, CA",6,1,Male,Master's Degree
Microsoft,Software Engineer,149000,"Seattle, WA",1,1,Male,Master's Degree
Microsoft,Software Engineer,477000,"Redmond, WA",35,11,Male,PhD
Microsoft,Software Engineer,162000,"Redmond, WA",2,0,Female,Master's Degree
Accenture,Software Engineering Manager,143000,"San Antonio, TX",27,9,Male,Master's Degree
Amazon,Product Manager,215000,"Irvine, CA",10,2,Male,Master's Degree
Amazon,Solution Architect,285000,"Sunnyvale, CA",10,3,NA,Master's Degree
Twitter,Product Manager,350000,"San Francisco, CA",10,2,Female,Master's Degree
PayPal,Data Scientist,230000,"San Jose, CA",10,3,Male,Master's Degree
Amazon,Software Engineer,175000,"Seattle, WA",0,0,Male,Master's Degree
Uber,Software Engineer,285000,"San Francisco, CA",5,2,NA,Master's Degree
ServiceNow,Software Engineer,162000,"Santa Clara, CA",3,0,NA,Master's Degree
Dell Technologies,Software Engineer,36000,"Pune, MH, India",13,4,Male,Master's Degree
ServiceNow,Software Engineer,200000,"Seattle, WA",9,3,Male,Master's Degree
Google,Product Manager,318000,"Los Angeles, CA",6,3,Male,Master's Degree
Qualcomm,Hardware Engineer,200000,"San Diego, CA",3,3,Male,PhD
Walmart Labs,Product Manager,212000,"Sunnyvale, CA",2,2,Male,Master's Degree
Microsoft,Software Engineer,250000,"Seattle, WA",25,17,Male,Master's Degree
Microsoft,Software Engineer,203000,"Redmond, WA",1,0,Male,Master's Degree
Amazon,Software Engineer,295000,"Cambridge, MA",16,2,NA,Master's Degree
Google,Software Engineer,207000,"Sunnyvale, CA",1,0,Male,PhD
Microsoft,Software Engineer,176000,"Seattle, WA",3,1,Male,Master's Degree
Amazon,Software Engineer,200000,"Seattle, WA",4,4,Male,Master's Degree
VMware,Software Engineering Manager,300000,"Palo Alto, CA",20,2,Female,Master's Degree
Google,Product Designer,322000,"San Francisco, CA",7,1,Female,Master's Degree
Amazon,Software Engineer,210000,"Seattle, WA",5,3,Male,Master's Degree
Uber,Data Scientist,328000,"San Francisco, CA",4,4,Male,Master's Degree
Amazon,Software Engineer,160000,"Seattle, WA",2,2,Female,Master's Degree
PayPal,Data Scientist,153000,"San Jose, CA",1,1,Male,Master's Degree
Cisco,Software Engineer,42000,"Bangalore, KA, India",7,1,Male,Master's Degree
Amazon,Data Scientist,230000,"Seattle, WA",5,0,Female,Master's Degree
Accenture,Data Scientist,150000,"San Francisco, CA",4,1,Female,Master's Degree
Facebook,Software Engineer,405000,"Menlo Park, CA",8,0,Male,Master's Degree
eBay,Software Engineer,212000,"San Jose, CA",6,1,Male,Master's Degree
Cisco,Solution Architect,66000,"Gurgaon, HR, India",18,2,Male,Master's Degree
Amazon,Technical Program Manager,283000,"Seattle, WA",17,0,Male,Master's Degree
VMware,Software Engineer,165000,"Palo Alto, CA",0,0,Male,Master's Degree
Oracle,Software Engineer,225000,"Broomfield, CO",8,8,Male,Master's Degree
Uber,Product Manager,119000,"Hyderabad, TS, India",14,1,Male,Master's Degree
Shopify,Software Engineer,88000,"Montreal, QC, Canada",9,3,NA,Master's Degree
Bloomberg,Software Engineer,155000,"New York, NY",0,0,Female,Master's Degree
Amazon,Software Engineer,260000,"Irvine, CA",12,4,Male,Master's Degree
Uber,Software Engineer,270000,"Palo Alto, CA",4,1,NA,Master's Degree
Facebook,Software Engineer,419000,"Seattle, WA",3,3,Male,Master's Degree
Salesforce,Software Engineer,280000,"Boston, MA",18,2,Male,Master's Degree
Google,Data Scientist,213000,"Sunnyvale, CA",0,0,Male,Master's Degree
Apple,Software Engineer,345000,"San Francisco, CA",5,0,Male,Master's Degree
Microsoft,Technical Program Manager,270000,"Charlotte, NC",15,10,Male,Master's Degree
Apple,Hardware Engineer,310000,"Cupertino, CA",14,4,NA,Master's Degree
Nvidia,Hardware Engineer,240000,"Santa Clara, CA",10,10,Male,Master's Degree
Facebook,Technical Program Manager,170000,"Menlo Park, CA",5,5,Male,Master's Degree
Microsoft,Software Engineer,286000,"Seattle, WA",21,21,,
Cisco,Software Engineer,161000,"San Jose, CA",4,1,Male,Master's Degree
Facebook,Software Engineer,284000,"Seattle, WA",8,0,Male,Master's Degree
Apple,Software Engineer,443000,"Cupertino, CA",8,4,Female,PhD
Google,Software Engineer,320000,"New York, NY",2,2,Female,PhD
Google,Software Engineer,450000,"Mountain View, CA",7,7,Male,Master's Degree
Uber,Software Engineer,270000,"San Francisco, CA",4,2,NA,Master's Degree
Intuit,Data Scientist,139000,"Toronto, ON, Canada",7,3,Female,Master's Degree
Walmart Labs,Data Scientist,175000,"Sunnyvale, CA",1,1,Male,Master's Degree
Intel,Hardware Engineer,100000,"Folsom, CA",3,1,Female,Master's Degree
Cisco,Software Engineer,194000,"San Jose, CA",5,1,Female,Master's Degree
Facebook,Technical Program Manager,287000,"Seattle, WA",14,2,Male,Master's Degree
Microsoft,Data Scientist,184000,"Redmond, WA",1,1,Male,Master's Degree
Facebook,Software Engineer,390000,"Seattle, WA",12,2,Male,Master's Degree
Microsoft,Software Engineer,173000,"Seattle, WA",1,1,Male,Master's Degree
Google,Software Engineer,380000,"San Francisco, CA",10,0,Male,PhD
Amazon,Software Engineer,191000,"New York, NY",2,0,Female,Master's Degree
Amazon,Software Engineer,220000,"Seattle, WA",4,0,Male,Master's Degree
Expedia,Product Manager,143000,"Seattle, WA",8,3,Male,Master's Degree
Facebook,Software Engineer,410000,"Menlo Park, CA",3,0,Male,PhD
eBay,Software Engineer,238000,"San Jose, CA",4,2,Male,Master's Degree
Google,Software Engineer,230000,"Sunnyvale, CA",2,1,Female,Master's Degree
Cisco,Hardware Engineer,206000,"San Jose, CA",15,1,Male,Master's Degree
Apple,Hardware Engineer,348000,"Santa Clara, CA",15,5,Male,PhD
Intuit,Software Engineer,300000,"Mountain View, CA",19,1,Male,Master's Degree
VMware,Technical Program Manager,204000,"Austin, TX",25,1,Female,Master's Degree
Google,Data Scientist,320000,"Seattle, WA",8,0,NA,PhD
Expedia,Software Engineer,200000,"Seattle, WA",12,5,Male,Master's Degree
Accenture,Solution Architect,110000,"Philadelphia, PA",13,13,Male,Master's Degree
LinkedIn,Data Scientist,160000,"Sunnyvale, CA",3,0,Male,Master's Degree
VMware,Software Engineer,277000,"Palo Alto, CA",8,8,Male,Master's Degree
Amazon,Data Scientist,210000,"Palo Alto, CA",4,1,NA,Master's Degree
Amazon,Software Engineering Manager,405000,"Seattle, WA",10,1,Male,Master's Degree
Amazon,Software Engineer,183000,"Seattle, WA",3,0,Female,Master's Degree
Oracle,Software Engineer,191000,"Seattle, WA",0,0,Male,Master's Degree
Amazon,Software Engineer,182000,"Seattle, WA",3,0,Male,Master's Degree
Amazon,Software Engineer,251000,"Seattle, WA",7,7,Male,Master's Degree
Apple,Hardware Engineer,220000,"Cupertino, CA",5,3,Male,Master's Degree
Accenture,Solution Architect,225000,"San Francisco, CA",15,2,NA,Master's Degree
Facebook,Software Engineer,383000,"Menlo Park, CA",5,5,Female,Master's Degree
Microsoft,Software Engineer,215000,"Redmond, WA",11,11,Male,Master's Degree
Bloomberg,Software Engineer,264000,"New York, NY",10,8,NA,Master's Degree
Amazon,Data Scientist,250000,"Seattle, WA",4,0,Male,Master's Degree
Cisco,Software Engineer,348000,"San Jose, CA",12,12,Male,Master's Degree
Bloomberg,Software Engineer,270000,"New York, NY",20,5,Male,Master's Degree
Intel,Software Engineer,139000,"Hillsboro, OR",5,3,Female,Master's Degree
Wayfair,Software Engineer,160000,"Boston, MA",5,1,NA,Master's Degree
Bloomberg,Software Engineer,250000,"New York, NY",7,0,Male,Master's Degree
Apple,Data Scientist,385000,"Cupertino, CA",6,6,Male,Master's Degree
Google,Software Engineer,80000,"Beijing, BJ, China",0,0,NA,Master's Degree
