company,title,totalyearlycompensation,location,yearsofexperience,yearsatcompany,gender,Education
Amazon,Software Engineer,116000,"Dublin, DN, Ireland",13,0,Male,Master's Degree
eBay,Data Scientist,176000,"San Jose, CA",2,0,Male,Master's Degree
Facebook,Software Engineer,157000,"London, EN, United Kingdom",4,0,Male,Bachelor's Degree
Capital One,Data Scientist,172000,"Richmond, VA",10,10,Male,Bachelor's Degree
Google,Product Designer,335000,"New York, NY",10,3,Male,Bachelor's Degree
LinkedIn,Software Engineer,204000,"Sunnyvale, CA",0,0,Male,Master's Degree
PayPal,Technical Program Manager,237000,"San Jose, CA",20,3,NA,Bachelor's Degree
Amazon,Software Engineer,144000,"Seattle, WA",2,1,Female,Bachelor's Degree
Amazon,Software Engineering Manager,452000,"Seattle, WA",20,5,Male,Master's Degree
Qualcomm,Human Resources,241000,"San Diego, CA",10,7,Female,Bachelor's Degree
Amazon,Solution Architect,190000,"Montreal, QC, Canada",20,2,Male,Highschool
Google,Technical Program Manager,150000,"Suitland, MD",7,7,Male,Bachelor's Degree
IBM,Sales,380000,"Raleigh, NC",15,4,Male,Master's Degree
Amazon,Software Engineer,295000,"Seattle, WA",9,9,Male,Bachelor's Degree
Amazon,Software Engineer,210000,"Sunnyvale, CA",10,8,Male,Master's Degree
Bloomberg,Software Engineer,310000,"New York, NY",10,5,Male,Master's Degree
Facebook,Product Manager,700000,"Seattle, WA",13,2,NA,Master's Degree
Intel,Software Engineer,281000,"Santa Clara, CA",20,5,Male,PhD
ServiceNow,Product Designer,187000,"Santa Clara, CA",4,0,Male,Bachelor's Degree
Dell Technologies,Software Engineer,246000,"Santa Clara, CA",20,2,NA,Bachelor's Degree
JPMorgan Chase,Software Engineer,120000,"Columbus, OH",2,1,Male,Master's Degree
Amazon,Human Resources,73000,"Miami, FL",4,1,Male,Master's Degree
Netflix,Software Engineer,431000,"Los Gatos, CA",9,2,NA,Master's Degree
Amazon,Software Engineer,315000,"Austin, TX",11,5,NA,Master's Degree
Dell Technologies,Software Engineer,121000,"Irvine, CA",3,1,Male,Bachelor's Degree
Microsoft,Product Manager,108000,"Hyderabad, AP, India",14,1,NA,Master's Degree
Google,Software Engineer,464000,"Zurich, ZH, Switzerland",9,9,Male,PhD
Salesforce,Marketing,108000,"Zurich, ZH, Switzerland",4,4,Male,Bachelor's Degree
Microsoft,Software Engineer,183000,"Herzliyya, TA, Israel",8,8,Male,Bachelor's Degree
Microsoft,Management Consultant,385000,"Boston, MA",25,20,NA,Bachelor's Degree
Amazon,Software Engineer,102000,"Luxembourg, LU, Luxembourg",1,1,Male,Bachelor's Degree
Amazon,Software Engineer,250000,"Herndon, VA",12,1,Male,Bachelor's Degree
Bloomberg,Software Engineer,180000,"New York, NY",3,3,Male,Bachelor's Degree
Deloitte,Human Resources,158000,"Philadelphia, PA",20,10,Female,Master's Degree
LinkedIn,Data Scientist,236000,"San Francisco, CA",5,2,Male,Bachelor's Degree
Amazon,Software Engineer,205000,"Seattle, WA",3,3,Male,Bachelor's Degree
JPMorgan Chase,Software Engineer,52000,"Bournemouth, EN, United Kingdom",0,0,Male,Master's Degree
Facebook,Software Engineer,264000,"Sunnyvale, CA",3,1,Female,Master's Degree
Capital One,Software Engineer,122000,"Washington, DC",2,1,Male,Master's Degree
Capital One,Software Engineer,163000,"New York, NY",4,2,Male,Master's Degree
Amazon,Product Manager,175000,"Seattle, WA",6,1,Male,Master's Degree
Amazon,Software Engineering Manager,467000,"Irvine, CA",14,5,Male,Master's Degree
Bloomberg,Software Engineer,184000,"New York, NY",3,3,Male,Master's Degree
Apple,Software Engineer,265000,"Cupertino, CA",20,5,NA,Master's Degree
Google,Software Engineering Manager,600000,"New York, NY",25,5,Male,Some College
Amazon,Technical Program Manager,197000,"Seattle, WA",6,6,Male,Master's Degree
Microsoft,Software Engineer,86000,"Tallinn, HA, Estonia",4,0,Male,Master's Degree
Microsoft,Technical Program Manager,270000,"Seattle, WA",12,7,Male,Master's Degree
Cisco,Data Scientist,177000,"San Jose, CA",11,4,Male,Master's Degree
Amazon,Recruiter,97000,"Seattle, WA",3,3,Female,Bachelor's Degree
Facebook,Product Designer,216000,"London, EN, United Kingdom",7,0,Female,Bachelor's Degree
JPMorgan Chase,Software Engineer,135000,"New York, NY",3,3,Male,Bachelor's Degree
Microsoft,Software Engineer,194000,"Mountain View, CA",1,1,Female,Bachelor's Degree
Wayfair,Data Scientist,404000,"Boston, MA",5,5,Male,PhD
Apple,Software Engineer,640000,"Sunnyvale, CA",10,5,Other,PhD
Amazon,Solution Architect,465000,"Washington, DC",30,7,Male,Bachelor's Degree
LinkedIn,Software Engineer,400000,"Sunnyvale, CA",10,5,Male,Master's Degree
Intel,Human Resources,90000,"Portland, OR",6,4,Female,Bachelor's Degree
Apple,Hardware Engineer,450000,"Cupertino, CA",4,3,Male,PhD
Facebook,Technical Program Manager,340000,"Menlo Park, CA",17,0,Male,Bachelor's Degree
Google,Software Engineer,193000,"Seattle, WA",2,0,Male,Master's Degree
Accenture,Software Engineering Manager,161000,"Melbourne, VI, Australia",14,3,Male,Bachelor's Degree
VMware,Software Engineer,91000,"Berlin, BE, Germany",6,1,Female,Bachelor's Degree
Adobe,Software Engineer,218000,"Bangalore, KA, India",18,13,Male,Bachelor's Degree
Salesforce,Software Engineering Manager,283000,"Dallas, TX",15,1,Male,Master's Degree
Amazon,Recruiter,97000,"London, EN, United Kingdom",5,4,Male,Master's Degree
Amazon,Product Manager,198000,"Luxembourg, LU, Luxembourg",15,4,Female,Master's Degree
Capital One,Product Manager,164000,"New York, NY",8,3,NA,Bachelor's Degree
Cisco,Product Manager,195000,"San Jose, CA",5,0,Male,Master's Degree
Microsoft,Software Engineer,177000,"Seattle, WA",1,0,Male,Master's Degree
Apple,Data Scientist,213000,"Cupertino, CA",9,4,Female,Master's Degree
Microsoft,Software Engineer,312000,"Redmond, WA",18,8,Male,Bachelor's Degree
Amazon,Software Engineer,160000,"San Francisco, CA",1,1,Male,Bachelor's Degree
Uber,Software Engineer,172000,"Pittsburgh, PA",2,2,Male,Master's Degree
Amazon,Product Manager,210000,"Seattle, WA",10,6,Male,Bachelor's Degree
Amazon,Software Engineer,241000,"Seattle, WA",4,4,Male,Bachelor's Degree
Amazon,Software Engineer,112000,"Vancouver, BC, Canada",0,0,Male,Bachelor's Degree
Amazon,Product Manager,339000,"Seattle, WA",7,1,Female,Master's Degree
Salesforce,Software Engineer,201000,"Indianapolis, IN",4,4,Male,Bachelor's Degree
Goldman Sachs,Software Engineer,110000,"Salt Lake City, UT",2,0,Male,Master's Degree
Google,Solution Architect,284000,"San Francisco, CA",8,0,NA,Master's Degree
Visa,Software Engineer,144000,"Foster City, CA",3,2,Male,Highschool
Cisco,Solution Architect,240000,"New York, NY",15,15,Male,Bachelor's Degree
Accenture,Software Engineer,157000,"Falls Church, VA",9,7,Female,Master's Degree
Facebook,Technical Program Manager,216000,"Menlo Park, CA",16,0,Female,Master's Degree
Amazon,Software Engineer,185000,"San Francisco, CA",1,1,Male,Master's Degree
Amazon,Software Engineer,320000,"Seattle, WA",6,6,Male,Master's Degree
Microsoft,Software Engineer,244000,"Seattle, WA",5,3,Male,Bachelor's Degree
Apple,Hardware Engineer,340000,"Cupertino, CA",15,4,Female,Master's Degree
Amazon,Product Manager,580000,"Phoenix, AZ",20,5,Female,Master's Degree
Facebook,Data Scientist,215000,"Seattle, WA",8,6,Male,Bachelor's Degree
Bloomberg,Software Engineer,239000,"New York, NY",6,5,Male,Master's Degree
Oracle,Software Engineer,190000,"Seattle, WA",3,0,Male,Master's Degree
Qualcomm,Software Engineer,92000,"Shanghai, SH, China",11,6,Male,Master's Degree
Google,Software Engineer,361000,"New York, NY",7,5,NA,Bachelor's Degree
JPMorgan Chase,Software Engineer,170000,"Houston, TX",10,1,Male,Master's Degree
Intuit,Software Engineer,179000,"Mountain View, CA",3,0,Male,Master's Degree
ServiceNow,Software Engineer,248000,"Santa Clara, CA",5,5,Male,Master's Degree
Uber,Software Engineer,240000,"San Francisco, CA",2,2,Male,Master's Degree
Bloomberg,Software Engineer,235000,"New York, NY",4,4,Female,Master's Degree
Amazon,Marketing,85000,"Portland, OR",5,0,Female,Bachelor's Degree
Microsoft,Product Manager,331000,"Redmond, WA",12,8,Female,Master's Degree
eBay,Software Engineer,280000,"San Jose, CA",9,5,Female,Master's Degree
VMware,Software Engineer,92000,"Bangalore, KA, India",10,2,Male,Bachelor's Degree
Capital One,Software Engineer,100000,"Plano, TX",0,0,Male,Bachelor's Degree
Facebook,Software Engineer,168000,"Menlo Park, CA",0,0,Female,
Facebook,Technical Program Manager,510000,"Menlo Park, CA",15,3,Male,Master's Degree
Wayfair,Software Engineer,163000,"Boston, MA",4,2,Male,Master's Degree
Facebook,Product Designer,205000,"Los Angeles, CA",8,1,Female,Bachelor's Degree
Expedia,Product Manager,160000,"Seattle, WA",10,1,Male,Bachelor's Degree
Microsoft,Technical Program Manager,263000,"Seattle, WA",15,1,NA,Master's Degree
Capital One,Software Engineer,66000,"London, EN, United Kingdom",2,2,Male,Master's Degree
Amazon,Software Engineer,155000,"Dublin, DN, Ireland",9,0,Male,Master's Degree
Microsoft,Software Engineer,40000,"Hyderabad, TS, India",2,1,Male,Bachelor's Degree
Accenture,Technical Program Manager,172000,"Zurich, ZH, Switzerland",20,14,Male,Bachelor's Degree
JPMorgan Chase,Software Engineering Manager,247000,"New York, NY",15,15,Male,Bachelor's Degree
Amazon,Software Engineering Manager,575000,"Seattle, WA",15,5,Male,Bachelor's Degree
Microsoft,Software Engineering Manager,273000,"Atlanta, GA",15,0,Male,Master's Degree
Oracle,Software Engineer,240000,"Seattle, WA",2,0,Male,Master's Degree
Microsoft,Software Engineer,175000,"Seattle, WA",1,1,NA,Bachelor's Degree
Oracle,Software Engineer,250000,"Seattle, WA",8,1,Male,Master's Degree
Microsoft,Software Engineer,185000,"Redmond, WA",0,0,NA,Master's Degree
Microsoft,Software Engineer,271000,"Redmond, WA",6,0,NA,Master's Degree
Microsoft,Software Engineering Manager,355000,"Redmond, WA",20,20,Male,Bachelor's Degree
Facebook,Software Engineer,243000,"Tel Aviv, TA, Israel",14,0,Male,Bachelor's Degree
Twitter,Software Engineer,275000,"Seattle, WA",5,0,Female,Master's Degree
Apple,Software Engineer,208000,"Cupertino, CA",6,0,Male,PhD
Amazon,Product Manager,216000,"Seattle, WA",8,3,Female,Master's Degree
VMware,Software Engineer,149000,"Palo Alto, CA",0,0,Male,Bachelor's Degree
Deloitte,Business Analyst,58000,"Omaha, NE",0,0,Male,Bachelor's Degree
ServiceNow,Software Engineer,180000,"Santa Clara, CA",5,4,Female,Master's Degree
Intuit,Software Engineer,146000,"Mountain View, CA",3,0,Female,Master's Degree
Google,Technical Program Manager,170000,"Sunnyvale, CA",2,2,Female,Bachelor's Degree
Microsoft,Software Engineer,278000,"Seattle, WA",10,2,Male,Highschool
Intel,Mechanical Engineer,225000,"Hillsboro, OR",20,20,Male,Master's Degree
PayPal,Software Engineer,181000,"San Jose, CA",1,1,NA,Master's Degree
Salesforce,Software Engineer,485000,"Bellevue, WA",14,3,Male,Bachelor's Degree
Walmart Labs,Software Engineer,230000,"Sunnyvale, CA",9,1,Male,Master's Degree
Amazon,Product Manager,355000,"San Francisco, CA",7,1,Female,Master's Degree
Bloomberg,Software Engineer,176000,"New York, NY",4,4,NA,PhD
Facebook,Software Engineer,406000,"Menlo Park, CA",5,5,Male,Master's Degree
Microsoft,Software Engineering Manager,251000,"Redmond, WA",21,2,Male,Master's Degree
Microsoft,Software Engineer,223000,"Redmond, WA",15,5,Male,Master's Degree
Amazon,Software Engineer,315000,"Seattle, WA",10,6,Male,Bachelor's Degree
Microsoft,Data Scientist,510000,"Bellevue, WA",11,9,Male,Master's Degree
Facebook,Software Engineer,324000,"Menlo Park, CA",0,0,Male,PhD
Apple,Software Engineer,605000,"New York, NY",15,0,Male,Bachelor's Degree
Capital One,Software Engineer,110000,"Richmond, VA",2,0,Female,Bachelor's Degree
Capital One,Software Engineer,122000,"Fairfax, VA",2,2,Male,Master's Degree
Microsoft,Software Engineer,44000,"Hyderabad, TS, India",3,0,Male,Bachelor's Degree
Apple,Hardware Engineer,180000,"Santa Clara, CA",3,0,Male,Master's Degree
Microsoft,Software Engineer,130000,"Prague, PR, Czech Republic",10,5,NA,Master's Degree
Facebook,Software Engineer,252000,"Seattle, WA",6,1,Male,Bachelor's Degree
Google,Software Engineer,300000,"New York, NY",6,3,Male,PhD
Microsoft,Business Analyst,206000,"Redmond, WA",15,10,Male,Master's Degree
Intuit,Software Engineer,150000,"San Diego, CA",4,0,Male,Bachelor's Degree
Capital One,Software Engineer,155000,"New York, NY",4,4,NA,Bachelor's Degree
Google,Software Engineer,331000,"Mountain View, CA",18,2,Male,Master's Degree
LinkedIn,Software Engineer,208000,"Sunnyvale, CA",2,0,Male,Bachelor's Degree
Amazon,Sales,133000,"Arlington, VA",2,1,Male,Bachelor's Degree
Microsoft,Software Engineer,185000,"Reston, VA",8,0,Male,Master's Degree
Uber,Human Resources,220000,"Chicago, IL",10,3,Male,Master's Degree
Microsoft,Technical Program Manager,257000,"Redmond, WA",25,13,Male,Master's Degree
ServiceNow,Product Designer,110000,"San Diego, CA",4,1,Female,Master's Degree
Cisco,Software Engineer,151000,"San Francisco, CA",3,2,Male,Master's Degree
Amazon,Software Engineer,150000,"Seattle, WA",0,0,Male,Bachelor's Degree
Capital One,Software Engineer,154000,"Dallas, TX",7,2,Male,Master's Degree
Cisco,Hardware Engineer,240000,"San Jose, CA",17,14,Male,Master's Degree
Microsoft,Product Manager,160000,"Seattle, WA",1,1,Male,Bachelor's Degree
Amazon,Software Engineer,116000,"Tokyo, TY, Japan",6,0,Male,Bachelor's Degree
Wayfair,Product Designer,48000,"Boston, MA",3,2,Male,Bachelor's Degree
Facebook,Data Scientist,327000,"Menlo Park, CA",2,0,Male,PhD
Oracle,Software Engineer,30000,"Hyderabad, TS, India",1,1,Male,Bachelor's Degree
Microsoft,Software Engineering Manager,176000,"Vancouver, BC, Canada",11,6,Male,PhD
VMware,Software Engineer,62000,"Bengaluru, KA, India",10,2,Male,Bachelor's Degree
PayPal,Software Engineer,151000,"Chicago, IL",3,3,Male,Bachelor's Degree
Amazon,Technical Program Manager,205000,"Seattle, WA",7,0,Male,Master's Degree
Amazon,Human Resources,450000,"Seattle, WA",15,2,Male,Master's Degree
Amazon,Software Engineer,173000,"San Francisco, CA",0,0,Male,Bachelor's Degree
Facebook,Software Engineer,215000,"Seattle, WA",2,0,Male,Bachelor's Degree
Cisco,Software Engineer,110000,"San Jose, CA",8,5,Female,Master's Degree
PayPal,Technical Program Manager,275000,"San Jose, CA",15,1,Male,Bachelor's Degree
Google,Marketing,270000,"San Francisco, CA",10,0,Female,Bachelor's Degree
Oracle,Product Manager,280000,"Santa Clara, CA",27,22,Male,Master's Degree
VMware,Software Engineer,144000,"Bellevue, WA",2,1,Male,Bachelor's Degree
Cisco,Software Engineer,170000,"San Jose, CA",2,2,Male,Master's Degree
Cisco,Solution Architect,175000,"San Diego, CA",12,4,Male,Bachelor's Degree
Cisco,Software Engineer,151000,"San Jose, CA",3,2,Male,Master's Degree
Google,Sales,400000,"London, EN, United Kingdom",15,2,Male,Master's Degree
IBM,Data Scientist,156000,"New York, NY",10,2,Female,Master's Degree
Facebook,Software Engineer,380000,"Menlo Park, CA",5,0,Male,Master's Degree
Intuit,Software Engineer,148000,"Mountain View, CA",3,3,Female,Bachelor's Degree
Facebook,Software Engineering Manager,266000,"Menlo Park, CA",2,2,Male,Master's Degree
Amazon,Software Engineer,210000,"New York, NY",1,0,Male,Bachelor's Degree
Microsoft,Software Engineer,252000,"Atlanta, GA",10,1,Male,Bachelor's Degree
Uber,Software Engineer,130000,"Bangalore, KA, India",12,1,Male,Bachelor's Degree
Microsoft,Software Engineer,535000,"Seattle, WA",13,13,Male,Master's Degree
Microsoft,Data Scientist,225000,"Bellevue, WA",11,11,Male,PhD
Visa,Software Engineer,110000,"Foster City, CA",0,0,Male,Bachelor's Degree
LinkedIn,Software Engineer,73000,"Bangalore, KA, India",8,2,Male,Bachelor's Degree
Bloomberg,Software Engineer,215000,"Princeton, NJ",3,0,NA,Master's Degree
Microsoft,Software Engineer,58000,"Bengaluru, KA, India",5,2,Male,Bachelor's Degree
Google,Product Manager,455000,"Mountain View, CA",6,5,Male,Bachelor's Degree
IBM,Product Designer,163000,"Pittsburgh, PA",8,2,Male,Master's Degree
Amazon,Hardware Engineer,310000,"Seattle, WA",10,4,NA,Master's Degree
Cisco,Sales,192000,"Quebec, QC, Canada",19,5,Female,Bachelor's Degree
Amazon,Software Engineer,158000,"Arlington, VA",0,0,NA,Master's Degree
Microsoft,Software Engineer,202000,"Redmond, WA",4,0,Female,Master's Degree
Intel,Hardware Engineer,120000,"Austin, TX",2,2,Female,Master's Degree
Amazon,Software Engineer,87000,"Luxembourg, LU, Luxembourg",1,0,Female,Bachelor's Degree
Amazon,Software Engineering Manager,585000,"New York, NY",9,4,Male,Master's Degree
Amazon,Software Engineer,159000,"Toronto, ON, Canada",5,0,Male,Bachelor's Degree
Facebook,Technical Program Manager,150000,"Dublin, IN",14,0,Male,Bachelor's Degree
Amazon,Solution Architect,150000,"Seattle, WA",1,0,Female,Bachelor's Degree
Microsoft,Software Engineer,240000,"San Francisco, CA",6,2,Male,Bachelor's Degree
Bloomberg,Software Engineer,215000,"New York, NY",4,3,Male,Bachelor's Degree
IBM,Software Engineer,79000,"Toronto, ON, Canada",2,2,Male,Bachelor's Degree
Oracle,Software Engineer,190000,"Austin, TX",0,0,Male,Bachelor's Degree
Amazon,Software Engineer,233000,"Seattle, WA",7,0,Male,Master's Degree
LinkedIn,Software Engineer,254000,"Sunnyvale, CA",3,3,Female,Master's Degree
Facebook,Software Engineer,223000,"London, EN, United Kingdom",10,1,Male,Master's Degree
JPMorgan Chase,Software Engineer,130000,"Wilmington, DE",6,0,Male,Master's Degree
JPMorgan Chase,Software Engineer,99000,"Columbus, OH",10,9,Male,Master's Degree
Intuit,Software Engineer,165000,"Mountain View, CA",3,0,Male,Master's Degree
Google,Software Engineer,47000,"Bangalore, KA, India",2,0,Male,Master's Degree
Bloomberg,Software Engineer,185000,"New York, NY",9,4,Male,Bachelor's Degree
Capital One,Software Engineer,27000,"New York, NY",0,0,Male,Bachelor's Degree
Facebook,Software Engineer,264000,"Menlo Park, CA",3,0,Male,Master's Degree
Capital One,Software Engineer,155000,"Fairfax, VA",5,5,Male,Bachelor's Degree
IBM,Data Scientist,197000,"Traverse City, MI",9,5,Male,Master's Degree
Amazon,Software Engineer,60000,"Bengaluru, KA, India",2,2,Male,Bachelor's Degree
Cisco,Software Engineer,19000,"Bangalore, KA, India",2,2,Male,Bachelor's Degree
PayPal,Software Engineer,59000,"Bengaluru, KA, India",4,4,Male,Bachelor's Degree
SAP,Solution Architect,360000,"Palo Alto, CA",15,15,Male,Master's Degree
Google,Software Engineer,200000,"Sunnyvale, CA",2,2,Male,Bachelor's Degree
Dell Technologies,Software Engineering Manager,47000,"Bengaluru, KA, India",12,12,Male,Master's Degree
Oracle,Software Engineer,178000,"Redwood City, CA",0,0,Female,Master's Degree
Google,Software Engineer,396000,"Mountain View, CA",12,12,Male,Bachelor's Degree
Nvidia,Software Engineering Manager,455000,"Santa Clara, CA",9,1,NA,Master's Degree
Lyft,Software Engineer,110000,"Minsk, HM, Belarus",7,1,Male,Bachelor's Degree
Amazon,Software Engineer,213000,"Seattle, WA",5,5,Male,Master's Degree
Cisco,Software Engineer,246000,"Milpitas, CA",10,0,Male,Master's Degree
Salesforce,Software Engineer,216000,"Kirkland, WA",8,1,Male,Master's Degree
Google,Mechanical Engineer,195000,"San Francisco, CA",2,2,Female,Master's Degree
Bloomberg,Software Engineer,213000,"New York, NY",8,3,Male,Master's Degree
Lyft,Data Scientist,500000,"San Francisco, CA",8,4,Male,Bachelor's Degree
Microsoft,Technical Program Manager,193000,"Vancouver, BC, Canada",25,3,Male,Bachelor's Degree
Uber,Data Scientist,518000,"Seattle, WA",6,0,Male,Master's Degree
IBM,Software Engineer,95000,"Durham, NC",2,1,Male,Bachelor's Degree
Microsoft,Software Engineer,650000,"Redmond, WA",30,15,Male,Bachelor's Degree
Amazon,Software Engineer,170000,"Seattle, WA",4,0,Male,Master's Degree
Cisco,Solution Architect,187000,"Columbia, MD",20,8,Female,Master's Degree
Google,Software Engineer,195000,"Mountain View, CA",3,3,Male,Master's Degree
Oracle,Technical Program Manager,179000,"Redwood City, CA",25,7,Female,Bachelor's Degree
Visa,Software Engineer,125000,"Foster City, CA",5,1,Female,Master's Degree
Capital One,Software Engineer,153000,"Arlington, VA",3,3,Male,Bachelor's Degree
Shopify,Software Engineer,135000,"Denver, CO",3,0,Female,Bachelor's Degree
Facebook,Software Engineer,407000,"Seattle, WA",10,2,Male,Bachelor's Degree
Microsoft,Hardware Engineer,203000,"Seattle, WA",2,2,Male,PhD
PayPal,Software Engineer,214000,"Los Angeles, CA",10,0,Male,Highschool
Shopify,Software Engineer,232000,"Montreal, QC, Canada",5,5,Male,Bachelor's Degree
Oracle,Software Engineer,188000,"Redwood City, CA",16,5,Male,Master's Degree
VMware,Software Engineer,218000,"Palo Alto, CA",15,1,Male,Bachelor's Degree
Microsoft,Marketing,215000,"Redmond, WA",8,5,Female,Master's Degree
Facebook,Data Scientist,211000,"San Francisco, CA",5,0,Female,Master's Degree
Google,Software Engineer,260000,"Mountain View, CA",3,0,NA,Master's Degree
Amazon,Software Engineer,186000,"Los Angeles, CA",2,0,Male,Bachelor's Degree
Facebook,Software Engineer,233000,"London, EN, United Kingdom",5,0,Male,Bachelor's Degree
Microsoft,Technical Program Manager,300000,"New York, NY",11,11,Male,Bachelor's Degree
Nvidia,Hardware Engineer,233000,"Santa Clara, CA",5,2,Male,Master's Degree
IBM,Software Engineer,39000,"Bratislava, BL, Slovakia",5,4,Male,Master's Degree
PayPal,Software Engineer,56000,"Bangalore, KA, India",4,0,Male,Bachelor's Degree
Dell Technologies,Software Engineer,173000,"Hopkinton, MA",11,11,Male,Master's Degree
Oracle,Software Engineer,40000,"Bangalore, KA, India",0,0,Male,Master's Degree
Microsoft,Product Designer,140000,"Redmond, WA",3,3,Male,Master's Degree
Oracle,Product Designer,120000,"Charlotte, NC",14,2,Female,Bachelor's Degree
Amazon,Software Engineering Manager,386000,"Sunnyvale, CA",14,0,Female,Master's Degree
Oracle,Software Engineer,138000,"Denver, CO",14,4,Male,Bachelor's Degree
Facebook,Software Engineer,242000,"Seattle, WA",2,2,Male,Bachelor's Degree
Oracle,Software Engineer,169000,"Seattle, WA",20,0,Male,Some College
Amazon,Solution Architect,190000,"Louisville, KY",13,1,Male,Master's Degree
Bloomberg,Software Engineer,194000,"New York, NY",4,2,Male,Master's Degree
Bloomberg,Software Engineer,240000,"New York, NY",8,0,Male,Master's Degree
Wayfair,Software Engineer,236000,"Boston, MA",8,0,Male,Master's Degree
Facebook,Software Engineer,120000,"Austin, TX",5,0,Male,Master's Degree
Amazon,Software Engineer,235000,"Seattle, WA",4,1,Male,Master's Degree
Facebook,Software Engineer,256000,"Menlo Park, CA",3,1,Male,Master's Degree
Facebook,Software Engineer,235000,"Los Angeles, CA",2,2,Male,Bachelor's Degree
Facebook,Software Engineer,348000,"New York, NY",5,0,Male,Master's Degree
VMware,Software Engineer,140000,"Palo Alto, CA",0,0,Male,Bachelor's Degree
eBay,Software Engineer,250000,"San Jose, CA",17,8,NA,Bachelor's Degree
Microsoft,Software Engineer,250000,"Redmond, WA",15,14,Male,Bachelor's Degree
eBay,Software Engineer,310000,"San Jose, CA",11,6,Male,Master's Degree
Google,Technical Program Manager,305000,"San Francisco, CA",20,3,Male,Master's Degree
PayPal,Software Engineer,187000,"San Jose, CA",6,3,NA,Master's Degree
Walmart Labs,Software Engineer,168000,"Sunnyvale, CA",3,1,Female,Master's Degree
Facebook,Technical Program Manager,230000,"Menlo Park, CA",3,3,Male,Bachelor's Degree
Amazon,Software Engineer,167000,"Seattle, WA",2,2,Male,Master's Degree
Google,Software Engineer,247000,"Mountain View, CA",3,0,Male,Master's Degree
Microsoft,Software Engineer,239000,"Redmond, WA",6,0,Male,Master's Degree
Apple,Software Engineer,375000,"Cupertino, CA",8,3,Male,Bachelor's Degree
Shopify,Software Engineer,128000,"Ottawa, ON, Canada",12,1,Male,Master's Degree
Google,Software Engineer,269000,"New York, NY",3,3,Male,Master's Degree
Twitter,Software Engineer,202000,"Toronto, ON, Canada",4,0,Male,Bachelor's Degree
Walmart Labs,Software Engineer,220000,"San Francisco, CA",12,2,Female,Master's Degree
eBay,Software Engineer,157000,"Austin, TX",6,0,Male,Master's Degree
Microsoft,Data Scientist,283000,"Seattle, WA",9,1,Female,PhD
Lyft,Software Engineer,295000,"Palo Alto, CA",2,1,Male,Master's Degree
Google,Software Engineer,185000,"Kirkland, WA",0,0,Male,Bachelor's Degree
Amazon,Software Engineer,110000,"Vancouver, BC, Canada",0,0,Male,Bachelor's Degree
ServiceNow,Software Engineer,195000,"Santa Clara, CA",7,2,Male,Master's Degree
Microsoft,Software Engineer,52000,"Hyderabad, TS, India",5,3,Male,Bachelor's Degree
ServiceNow,Software Engineer,329000,"Santa Clara, CA",9,2,Male,Master's Degree
Facebook,Product Designer,245000,"Seattle, WA",8,0,Male,Bachelor's Degree
Amazon,Software Engineer,78000,"Berlin, BE, Germany",0,0,Male,Bachelor's Degree
Facebook,Product Manager,380000,"San Francisco, CA",8,3,Female,Bachelor's Degree
Capital One,Software Engineer,122000,"Vienna, VA",3,2,Male,Bachelor's Degree
Facebook,Software Engineer,350000,"Menlo Park, CA",9,1,Male,Bachelor's Degree
Facebook,Software Engineer,269000,"San Francisco, CA",2,2,Male,Bachelor's Degree
Amazon,Software Engineer,180000,"New York, NY",3,3,Male,Bachelor's Degree
JPMorgan Chase,Software Engineer,21000,"Bengaluru, KA, India",1,1,Male,Bachelor's Degree
Facebook,Software Engineer,570000,"Seattle, WA",10,4,Male,Master's Degree
Microsoft,Marketing,166000,"Bellevue, WA",9,2,Female,Bachelor's Degree
Amazon,Software Engineer,150000,"Seattle, WA",4,2,Male,Master's Degree
IBM,Software Engineer,45000,"Baton Rouge, LA",1,1,Male,Bachelor's Degree
Google,Software Engineer,100000,"London, EN, United Kingdom",5,2,Male,Master's Degree
Netflix,Software Engineer,500000,"Los Angeles, CA",5,0,Male,Bachelor's Degree
Amazon,Data Scientist,414000,"San Francisco, CA",10,4,Female,PhD
Microsoft,Software Engineer,168000,"Redmond, WA",1,1,Male,Bachelor's Degree
Google,Software Engineer,290000,"Kirkland, WA",6,2,NA,Bachelor's Degree
Google,Software Engineer,250000,"Zurich, ZH, Switzerland",5,1,Male,Master's Degree
Amazon,Software Engineering Manager,500000,"New York, NY",22,2,Male,Bachelor's Degree
Microsoft,Software Engineer,107000,"Vancouver, BC, Canada",5,0,Male,Bachelor's Degree
Lyft,Software Engineer,62000,"Mexico, DF, Mexico",4,1,Male,Bachelor's Degree
Amazon,Software Engineer,163000,"Austin, TX",0,0,Male,Master's Degree
Goldman Sachs,Software Engineering Manager,139000,"Bangalore, KA, India",10,9,Male,Master's Degree
Facebook,Data Scientist,305000,"San Francisco, CA",3,1,Female,Master's Degree
Amazon,Software Engineer,171000,"Los Angeles, CA",3,0,Male,Bachelor's Degree
Microsoft,Product Manager,179000,"Redmond, WA",2,0,Female,Bachelor's Degree
Bloomberg,Software Engineer,177000,"Princeton, NJ",1,1,Male,Bachelor's Degree
Apple,Software Engineering Manager,528000,"Sunnyvale, CA",20,7,Male,Master's Degree
Facebook,Software Engineer,247000,"Seattle, WA",1,1,Female,Bachelor's Degree
